Quần bị chật phần hông nên đi lại khó. Tuy_nhiên, Tầm_giá khá hợp_lý cho nhu_cầu cơ_bản.	Price	1	1
Đã dùng được một tuần: mình có đánh giá như sau: Máy đẹp, pin khỏe, camera cơ bản ok, nhân viên phục vụ nhiệt tình tận nơi, các bạn còn trần trừ gì mà không nhấc,	Service	1	1
mặc xinh lắm , chủ shop nhiệt_tình hỗ_trợ đổi size	Fashion	1	1
Giày đi êm chân và phối đồ dễ. Xét_về_mặt_khác, Voucher nghèo nên cảm_giác không hời.	Fashion	1	1
mọi nguii đừng dại gì mua hàng shop này	General	0	1
Mới lấy thêm 1 cây.Bền,rẽ,đẹp và nhất là cách phục vụ của em gái nhân viên tên Thuý .Tận tình và chu đáo.	Service	1	1
trời ơi nhận được hàng mà nhảy_cẫng lên luôn y , hàng đẹp kinh_khủng luôn	General	1	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng, nhưng giá thì đắt sản_phẩm thì ít	App	1	0
Phiên bản nâng cấp của A5s , không khác A5s bao nhiêu , được cái rậm và rợm nhiều hơn . Chíp P35 tối ưu hóa pin rất tốt , phần mềm tương đối cùng mượt , mới tấc vụ cơ bản thì ok , những người lớn tuổi phù hợp với điện thoại này lóa to và rõ	Electronics	1	1
Giày đi cấn chân và form bị bè ngang; còn giá_tiền như vậy là quá ổn.	Price	1	1
mua 5 áo mà 4 chất khác nhau	Fashion	0	1
Pin tụt nhanh nên phải sạc liên_tục. Trái_lại, Shop giữ lời nên mình thấy khá tin_tưởng.	Electronics	0	1
Pin tụt nhanh nên phải sạc liên_tục. Trái_lại, Shop giữ lời nên mình thấy khá tin_tưởng.	Service	1	1
chất rất dày	General	0	1
quần bị thủng túi	Fashion	0	1
Khá ổn nhân viên nhiệt tình tư vấn ! Mức giá tầm trung quá hợp lí ! Mong sử dụng lâu vẫn OK :))	Service	1	1
Ko biết mấy bạn chê ở điểm nào, bản cập nhật mới nhất giải quyết rất tốt khâu vân tay dưới chuột. Sạc nhanh hơn 1h là full thì đòi hỏi gì nữa mấy chế	App	1	1
Mọi thứ đều tốt trong tầm giá. Riêng phần mở khoá màn hình , đôi lúc hình mở khoá thì màn hình chỉ hiển thị hình nền thôi, còn những tác vụ đều ko hiển thị . Thời gian ngày giờ cũng vậy và những app sẵn trong máy cũng như app tải về đều ko có. Có thể xem xét lại dùm mình ko ?? Mình mới mua máy 1 tuần.	Electronics	1	0
Mình dùng hơn 1 tháng, bị rơi từ 1m úp xuống đất nhưng không sao, game mượt, hàng rất tốt so với giá, yên tâm vì bảo hành 18th, khuyên các bạn mua	Service	1	1
Nhân viên phụ vụ dễ thương .máy chiến pupg cực mượt .pin trâu game liên tục 8 tiếng . chụp ảnh rất đẹp trong tầm giá	Service	1	1
Máy bị loạn cảm ứng đa điểm, bạn nào chơi loại game 2-3 ngón thì ko chơi dc, đi bảo hành thì ss báo lí do đủ thứ ko sửa dc. Mua máy 9tr3 vê làm cục gạch.	Electronics	0	1
Wifi bắt yếu nên gọi video hay chập_chờn mà phục_vụ lịch_sự nên trải_nghiệm mua dễ chịu.	Service	1	1
lần đầu_tiên mình mua hàng mà đánh_giá shop nhưng thật_sự thất_vọng , form không đẹp , chất vải không xứng_đáng	General	0	1
Vải khá mỏng nên mặc dễ lộ. Bù_lại, Tầm_giá khá hợp_lý cho nhu_cầu cơ_bản.	Price	1	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng, nhưng giá các sản_phẩm cao hơn các trang mua_sắm khác	App	1	1
đeo rất êm , chị chủ tư_vấn nhiệt_tình mỗi tội giao thiếu móc	Service	1	1
tiki giao thiếu hàng , nhắn_tin bảo sẽ bù lại tiền nhưng chẳng thấy đâu , thái_độ phục_vụ không tốt	Price	0	1
tôi thấy mấy anh shipper giao hàng rất là thân_thiện lắm với_lại đặt_hàng cái nào cũng y_chang trên cửa_hàng bán chất_lượng	Ship	1	1
shop giao nhầm dép	Service	0	1
shop giao nhầm dép	Ship	0	1
quảng_cáo quá nhiều không bấm nhưng lúc_nào cũng hiện vào app	App	0	1
Chất_liệu nhìn khá rẻ nên cảm_giác không đã. Bù_lại, Shipper thân_thiện và giao khá đúng giờ.	General	0	1
Ổn trong tầm giá, nhân viên nhiệt tình, vui vẻ. Muốn Rom 64 thì chọn Realme 5 nhé, do hết hàng nên chọn con này. Rom 32 hơi đuối tí. Sau 1 ngày mua chưa thấy gì lạ.	Service	1	1
Ứng dụng có sẵn của A31 có chức năng ghi âm, Google drive, Google maps k ạ? Mìn mới lấy ổ_cứng về test thì không có những ứng dụng này. Những dòng Galaxy khác thì lại có.	App	0	1
Nghe gọi lúc nghe lúc không. Đã đổi con thứ 2 vẫn y vậy. Mua ổ_cứng 4 tuần mà trung bình 1 tuần 1 lần lên sửa. Nhân viên dễ thương	Electronics	0	1
sử_dụng ứng_dụng mà gặp phải quảng_cáo của lazada là rất bực_mình các nút bấm điều_chỉnh trên quảng_cáo thì nhỏ thao_tác vuốt màn_hình cũng sẽ điều hướng chuyển qua lazada vì cái quảng_cáo khó_chịu này nên tôi không mua máy_hút_bụi từ lazada rất lâu rồi	App	0	1
shopee tư_vấn nhiệt_tình , dễ_thương , đóng_gói sản_phẩm đẹp	Service	1	1
Đường_may gọn nên tổng thể nhìn khá chỉn_chu. Bù_lại, Giá_tiền như vậy là chưa đáng.	Fashion	1	1
Đáng tiền hơn 2 con pro với pro max Màn hình ko bị rỗ như con XR, trãi nghiệm tốt	Electronics	1	1
app bán cho bọn tây hay j mà chọn tiếng việt r cũng tiếng anh máy_hút_bụi thì toàn ở đâu_đâu quá tệ	Electronics	0	1
hợp với giá tiền , nhưng áo thun trắng vải khác và from nhỏ hơn so với mình mua lần đầu nên hơi buồn	Fashion	0	1
chị chủ shop nói_chuyện dễ_thương	Service	1	1
quần đợt 1 đặt thì vải đẹp dáng quần đẹp cũng vừa chân	Fashion	1	1
Wifi bắt ổn nên xem video không bị đứt; còn cửa_hàng xử_lý thiếu trách_nhiệm nên rất bực.	Electronics	1	1
Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch. Đã gửi đi hãng thẩm định. Ổ_cứng qua đêm tắt hết ứng dụng,mạng mà sáng dậy tụt 12%. Chơi liên quân đôi khi vẫn bị khựng lại chút.đc cái màn nét.	Ship	0	0
Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch. Đã gửi đi hãng thẩm định. Ổ_cứng qua đêm tắt hết ứng dụng,mạng mà sáng dậy tụt 12%. Chơi liên quân đôi khi vẫn bị khựng lại chút.đc cái màn nét.	Electronics	0	0
Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch. Đã gửi đi hãng thẩm định. Ổ_cứng qua đêm tắt hết ứng dụng,mạng mà sáng dậy tụt 12%. Chơi liên quân đôi khi vẫn bị khựng lại chút.đc cái màn nét.	App	0	0
sendo làm_ăn mata uy_tín	Service	1	1
màu_da hơi sáng và vàng quá . shop phục_vụ tốt	General	1	0
chuột chưa được ưng cho lắm	Electronics	0	1
quần mặc bị chật , nt shop không tl !	Fashion	0	1
Dt mới mua vài tháng. Nói chung hình thức thì đẹp. Nhưng nay máy mất sóng liên tục. Gọi k đc có reset cũng vậy. Lên bảo hành thì kêu gửi hãng cũng gần 1 tháng mới xong. Chán	Service	0	1
Dt mới mua vài tháng. Nói chung hình thức thì đẹp. Nhưng nay máy mất sóng liên tục. Gọi k đc có reset cũng vậy. Lên bảo hành thì kêu gửi hãng cũng gần 1 tháng mới xong. Chán	Ship	0	1
dm quả_cáo gì mà đi ứng_dụng nào cũng có_mặt lazada hết bực rồi đó	App	0	1
Pin tụt nhanh nên phải sạc liên_tục. Tuy_nhiên, Cửa_hàng xử_lý ổn nên mình không phải chờ lâu.	Electronics	0	0
Không nên mua. Thỉnh thoảng bị thoát ứng dụng . Cảm ứng k chuẩn. Vào các ứng dụng thì chậm	App	0	1
chủ shop rất nhiệt_tình và có trách_nhiệm với khách	Service	1	1
Pin 5000 mà sài hết hơi nhanh,giá thì hơi cao so với máy á,mà lại k có sạc nhanh nữa... Có hơi thất vọng	Electronics	1	0
phần_mềm hay lắm tôi làm được rồi nhưng mọi người đừng tải khó sài lắm	App	1	1
đặt_hàng giao cho ai đâu không , tui chưa hề nhận được mà báo đã thu tiền ngày 17 8 vậy cuối_cùng là giao cho ai	Price	0	1
chị bán hàng nhiệt_tình nữa nè	General	1	1
Wifi bắt ổn nên xem video không bị đứt. Tuy_nhiên, Shop phản_hồi chậm nên mình đợi khá mệt.	Electronics	1	1
Sao pin 5000 mà nó tuộc nhanh quá chơi liên quân từ 9h sáng đến 4h chiều còn 20% pin thua đt pin 4000 chơi từ 7h sáng đến 4h chiều còn 25% khó hiểu , tắc đt để trong túi tầm 1 tiếng rớt đến 3% loa ngoài nhỏ bác full mới nghe đc tiếng mới mua đc có 3 ngày vô đánh giá luôn 😩	Price	1	2
Vải mặc mát và sờ rất êm nhưng giá_tiền như vậy là chưa đáng.	Price	0	0
Tui mua bên tgdd và đag sài ss a51 theo cảm nhận của tui màng hình ,camerra tốt phù hợp cho học sinh ,sv.những ng sử dụng ứng dụng nhẹ ,nhược điểm thì mau tụt pin,nhìu chức năng còn hạn chế,chiến game còn yếu thỉnh thoảng đơ ,sóng ănten ko đc mạnh,tầm_giá thì hơi cao so vs chất lượng đáng 6tr đổ xuống	App	0	0
vừa mua 1 em này ở tgdd ngã 3 thết bị điện đông anh. nói chung nhân viên nhiệt tình. cực hài lòng. còn về máy vừa lướt xem phim chưa biết như nào nhưng pin cứ 3p tụt 1%. ☺️ ☺️	Electronics	0	0
ngâm đơn hàng từ 31 7 đến 19 8 vẫn chưa thấy giao liên_hệ tổng_đài thì không au bắt máy đơn thanh_toán rồi mà ngâm kiểu đó trong khi đang cần không một ai hỗ_trợ khách_hàng thì dẹp app dùm 1 cái đến tận 11 10 mới nhận được hàng đã vậy nhận thùng hàng còn bị ẩm_ướt tèm lem	App	0	1
voucher chưa dùng nhưng đúng như shop mô_tả	Price	0	1
voucher chưa dùng nhưng đúng như shop mô_tả	Service	0	1
Áo mặc mát và màu lên nhìn rất sáng nhưng voucher quá yếu nên gần như không ăn_thua.	Price	0	1
Chơi game khá lag. Đáp ứng tốt nhu cầu cơ bản nghe gọi mạng xã hội lướt web ... nhân viên giao hàng phục vụ tận tình	Service	1	0
Chất_liệu nhìn khá rẻ nên cảm_giác không đã mà giao_hàng cẩn_thận nên món tới nơi còn đẹp.	General	0	1
1 câu thui! Good Nhân viên chăm sóc khách hàng rất nhiệt tình. Luôn luôn ủng hộ TGDD	Service	1	0
đúng chất vải thô đũi	General	0	1
app lừa_đảo làm mất tiền ng dùng	Price	0	1
Máy ngón trong tầm giá. Phù hợp cho học sinh.  Nhân viên bán hàng tư vấn ok. Cáp_sạc trâu	Service	1	0
Máy ngón trong tầm giá. Phù hợp cho học sinh.  Nhân viên bán hàng tư vấn ok. Cáp_sạc trâu	Electronics	1	0
Khăn đẹp , áo đẹp nhưng so với tiền bỏ ra thì mua bị mắc	Price	0	1
Xạc đầy 100% pin không xài mà vẫn tụt pin là sao tat hết ứng dụng và 4g rồi tụt gần 20% pin	App	0	1
Rõ ràng là mua ổ_cứng đang khuyến mãi mà mình phải hỏi thì nhân viên tgdd mới kiểm tra và báo lại. Xong rồi mua ốp lưng. Giảm 49% từ ngày 13.5 đến 31.5 nhưng hôm mình mua là 22.5 vẫn không được giảm giá. Và lấy của mình giá gốc..	Electronics	0	1
1 trong những con máy lm ra với mục đích là để xuất chip p22 của mediatek tồn kho Máy giật lag ko hề xứng với giá 3 triệu	Price	0	1
Vsmart joy 3 nhà sản xuất đã gửi bản cập nhật sửa chữa các tính năng r nha các bạn bắt wifi bao mạnh	Ship	1	0
Vsmart joy 3 nhà sản xuất đã gửi bản cập nhật sửa chữa các tính năng r nha các bạn bắt wifi bao mạnh	App	1	1
Vsmart joy 3 nhà sản xuất đã gửi bản cập nhật sửa chữa các tính năng r nha các bạn bắt wifi bao mạnh	Electronics	1	1
giày đi thì cũng nhẹ , hơi mỏng	Fashion	0	1
Chất_liệu nhìn khá rẻ nên cảm_giác không đã. Bù_lại, Thời_gian giao_hàng khá chuẩn như cam_kết.	General	0	1
Máy mơie mua được 3 tháng mà hao pin quá. Dạo này covid ở nhà nên mình hay mở youtube. Một tuần trước còn xài được nguyên ngày, sang ngày hôm sau mới phải sạc. Nhưng qua mấy ngày nay, mình coi youtube cũng ít lại rồi nhưng điện thoại xà tầm 4h 4h30 đã hết pin. Thật phí tiền. Buồn.	Electronics	0	1
rất tốt vì có bán xu và tiền cổ nên cho 5 sao	Price	1	1
bạn chủ bán hàng nhiệt_tình	General	1	1
Mình có 1 số nhận xét về máy như sau : Ưu điểm 1: nhân viên ở khu cầu xéo longg thành đồng nai tư vấn khá nhiệt tình và chu đáo  2: máy to đẹp đúng như mình mong muốn   3: cam rất đẹp thấy màn bảo mờ chứ mình thấy khá ổn và rõ chụp gần xa gì các đẹp  Nhược điểm:  pin tụt khá nhanh khi để ko ( chơi lq trận 20' mất 5% , nhưng sáng mình sạc 100% lên CTY chưa làm gì nhìn lại còn 99, 98 % ( khi ở chế độ mạng dữ liệu ) còn wiffi thì thấy gần 1h mới mất 1%. ) .ko biết MN như nào chứ mình thì như vậy đó	Service	1	1
ứng_dụng mua hàng tiện_lợi rất nhiều voucher giảm_giá xâu	Price	1	1
nên tăng thêm size vì size quần hơi bé	Fashion	1	0
giờ lừa_đảo nhiều ứng_dụng gì bắt bấm vào link qua tin nhắn_vớ vẫn	App	0	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng. Còn Giá 11tr ( hài ) loại này giá khoảng 6tr cao nhất rồi	App	1	1
quần siêu cute	Fashion	1	1
app rác thấy shop bán giá rẻ nên đặt mua thì nó khóa tài_khoản của mình luôn lý_do giao_dịch bất_thường mọi người cẩn_thận làm_ăn kiểu đặt bẫy như đào lửa	App	1	0
Đi thoại mượt chơi game ngon  Âm báo thức bật maxloa luôn nghe vẫn nhỏ Nhân viên phục vụ nhiệt tình	Service	1	1
Dép đi trơn và quai khá cấn mà giá_tiền như vậy là quá ổn.	Price	1	1
dm quả_cáo gì mà đi phần_mềm nào cũng có_mặt lazada hết bực rồi đó	App	0	1
đừng lượng pin 5000 nhưng không dùng pin vẫn tụt dù app ngầm đã tắt. sạc pin 100% không dùng mà tụt đến 3%	App	0	1
Mới mua sáng nay ak ak. Nơi chung là oke. KB sau thì thế nào. E NV tư vấn bán hàng nhẹ nhàng, nhiệt tình, chu đáo. Cho 5* . Sau 1 tháng sẽ rv lại cho ae. Kkk	Service	1	1
Mình mua cũng được gần 1 tuần đã đổi đến cái thứ 2 vì pin tuột bất thường, sạc đầy để qua đêm 8 giờ tuột 25% pin mặc dù đã tắt ứng dụng chạy ngầm, và 4g ,wifi, rất thất vọng khi mua, thật sự pin ko như quảng cáo, muốn đổi hoàn toàn dòng khác.	App	0	1
chị bán hàng đáng yêu	General	1	1
còn có quà cho khách	Service	1	1
ok đảm_bảo quyền_lợi khách_hàng	Service	1	1
App hay lag nên mỗi lần đặt đồ đều hơi bực. Tuy_nhiên, Shipper gọi trước nên nhận hàng rất chủ_động.	Ship	1	1
trải_nghiệm mua_sắm tốt tiện_lợi giá_cả cạnh_tranh shopee giải_quyết các vấn_đề trục_trặc phát_sinh phù_hợp tạo sự tin_tưởng cho khách_hàng cảm_ơn	Service	1	1
chất_liệu giày vans old school khá cứng và nặng , không thích_hợp chạy nhảy lắm	General	0	1
Mình cũng vừa tậu em nó hôm qua. Rất ok, 5* cho sản phẩm và nhân viên bán hàng nhé	Service	1	1
vừa có bản cập nhật mới cải thiện vân tay nhanh quá thích ghê.cảm ứng rất mượt đặt biệt la vân tay cải thiện rất đáng để	App	1	1
Thề luôn. Sài bao nhiêu hãng samsung lần này thật sự thất vọng . Sài chán thiệt sự. Đt quá lác . Kh bật ứng dụng tắt hết mọi thứ cũng bị tụt pin. Cảm ứng không nhạy . 4 góc của màn hình đều không nhấn đc. Chụp hình thì xấu vô đối. Nói chung a20s khuyên m.n không nên mua. Thà mua A10 hay A20 còn hơn :)))))	App	0	1
Vải hơi thô và mặc bí người; còn voucher áp vào giảm được kha_khá.	Price	1	1
Oppo A91 chụp rất nét nhưng sao gửi hình ảnh lên trang khác rất mờ và k đọc được???	Ship	0	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng, nhưng chất quá xấu , ghi giá cao rồi sale xuống lừa người mua hàng	App	1	0
Từ khi cập nhật phần mềm thì chậm như rùa bò không thể chơi được game; còn mượt, phiên bản gold rất sang, nhân viên tại Tgdd tại Nha Trang lại tư vấn nhiệt tình	Service	1	1
Sản phẩm tốt cấu hình cao. Giá phải chăng hợp túi tiền mình. Cảm ơn cửa hàng tgdd1615.nhân viên tư vấn nhiệt tình	Service	1	1
hàng chính hãng nhưng nghe cũng bình_thường giống như loại pistom 2	General	0	1
shop gói hàng kĩ ghê , xé hơi mệt	General	1	1
tốt đáng để trải_nghiệm dễ thao_tác giá hời	Price	1	1
Dép đi trơn và quai khá cấn mà tầm_giá khá hợp_lý cho nhu_cầu cơ_bản.	Price	1	1
nhưng nhà_hàng làm_việc rất chán	General	0	1
bà chủ dễ_thương	Service	1	1
shop nhiệt_tình còn tặng quà cho nữa	Service	1	1
Mọi thứ đều ok. Cảm biến vân tay ko nhạy bằng j7 prime. Mong muốn có bản cập nhật khắc phục	Electronics	1	0
chị tư_vấn nhiệt_tình lại còn chu_đáo	Service	1	1
Bàn_phím gõ êm và độ nảy khá tốt. Tuy_nhiên, Phục_vụ lạnh_nhạt nên trải_nghiệm rất tụt mood.	Electronics	1	1
Máy Samsung A51 rất tệ....cảm biến vân tay lúc dc lúc ko...wifi thì chập chờn....chip và ram 8 gb mà xử lý thua ram 4g...lướt ứng dụng face, zalo, .... Là máy ì ạch liền...mới mua được 2 ngày....máy bị đơ đơ...bùn.😞	App	0	1
Lần đầu thử mua máy hãng trung quốc xài mà quá thất vọng, máy chậm rì, lag giật khi mở ứng dụng nhẹ như zalo hay uc, fb dù không cài game nào trong máy, lắp thẻ nhớ vào thư viện 5 tiếng sau vẫn load hình ảnh trên thẻ nhớ chưa xong dù chỉ xài thẻ 32gb,	Electronics	0	1
Lần đầu thử mua máy hãng trung quốc xài mà quá thất vọng, máy chậm rì, lag giật khi mở ứng dụng nhẹ như zalo hay uc, fb dù không cài game nào trong máy, lắp thẻ nhớ vào thư viện 5 tiếng sau vẫn load hình ảnh trên thẻ nhớ chưa xong dù chỉ xài thẻ 32gb,	App	0	1
Mới mua dk 3 ngày xài OK với tầm giá a em nên mua xài đi vài bữa hết máy mới đó.	Electronics	1	1
tiki nhiệt_tình , đặt trưa nay , sáng_mai có hàng rồi	Service	1	1
bắt đăng_nhập lằng nhà lằng_nhằng nói_chung phần_mềm như khấc	App	0	1
yêu mỗi app này tiện mà_còn săn được đồ 0 đ nx	App	1	1
